0.309379	0.543629	5.12419	9.43745
0.310036	0.543957	5.1255	9.43515
0.309707	0.543957	5.12616	9.43449
0.309379	0.543629	5.12649	9.43318
0.309707	0.543629	5.1255	9.43153
0.309707	0.543957	5.12485	9.42989
0.309379	0.5433	5.12485	9.42759
0.309379	0.543957	5.12452	9.42529
0.310036	0.5433	5.12616	9.42299
0.309707	0.543629	5.12715	9.42299
0.310036	0.5433	5.12616	9.42299
0.309707	0.542972	5.12518	9.42365
0.309707	0.543629	5.12386	9.42233
0.309379	0.543629	5.1232	9.42135
0.309379	0.542972	5.12353	9.42036
0.309707	0.544286	5.1255	9.41971
0.309379	0.5433	5.12748	9.41609
0.310693	0.543629	5.12682	9.41346
0.309379	0.5433	5.12518	9.41313
0.310036	0.543629	5.12452	9.41313
0.309379	0.543629	5.12649	9.41412
0.309379	0.544286	5.12682	9.40985
0.309379	0.544286	5.12485	9.40525
0.308722	0.544286	5.12255	9.40394
0.309707	0.543957	5.12123	9.40624
0.309707	0.542972	5.12025	9.40624
0.309379	0.543957	5.12189	9.40525
0.309707	0.543957	5.1255	9.40328
0.309379	0.544286	5.12813	9.40098
0.309379	0.543629	5.12813	9.40164
0.30905	0.5433	5.12583	9.40131
0.309707	0.544286	5.12386	9.39934
0.309707	0.544286	5.12255	9.39704
0.310036	0.544614	5.12386	9.39375
0.310693	0.544943	5.12649	9.39178
0.309707	0.544286	5.12813	9.39112
0.309707	0.544614	5.12715	9.38882
0.309707	0.543957	5.12682	9.38882
0.310036	0.543957	5.12616	9.38915
0.309707	0.543957	5.12518	9.38784
0.309707	0.543957	5.12583	9.38488
0.309379	0.543957	5.1255	9.38291
0.309379	0.5433	5.12452	9.38126
0.309707	0.543957	5.1232	9.38094
0.310036	0.544286	5.12386	9.38126
0.30905	0.544614	5.12419	9.37995
0.309707	0.544614	5.12386	9.37962
0.309707	0.544286	5.12419	9.37962
0.30905	0.544286	5.12583	9.37666
0.309379	0.5433	5.12715	9.37338
0.309379	0.544286	5.12649	9.37239
0.309707	0.544286	5.12452	9.37009
0.309379	0.543957	5.12518	9.36878
0.309379	0.5433	5.12813	9.36648
0.309707	0.5433	5.12912	9.36714
0.309379	0.543629	5.12912	9.36681
0.310036	0.542643	5.12748	9.36517
0.309707	0.543957	5.12452	9.36319
0.309379	0.5433	5.12156	9.36287
0.309707	0.543629	5.12386	9.36254
0.309707	0.543629	5.12715	9.36089
0.310364	0.543629	5.12649	9.36024
0.310036	0.543629	5.12583	9.35827
0.309707	0.5433	5.12452	9.35629
0.309379	0.543957	5.1232	9.35597
0.309379	0.542972	5.12255	9.35465
0.309707	0.542643	5.12485	9.35235
0.309707	0.543629	5.12813	9.35104
0.310036	0.5433	5.1301	9.34775
0.309379	0.5433	5.13109	9.34775
0.309707	0.542972	5.12879	9.34808
0.309707	0.543629	5.12715	9.34709
0.309707	0.542643	5.12452	9.34479
0.309379	0.542972	5.12353	9.34282
0.309379	0.543629	5.12353	9.33987
0.309707	0.543629	5.12583	9.33691
0.309379	0.542972	5.12813	9.33724
0.309707	0.5433	5.12616	9.33658
0.309707	0.5433	5.12419	9.33658
0.309707	0.543957	5.12485	9.33559
0.310036	0.543629	5.12616	9.33231
0.309707	0.5433	5.12813	9.33001
0.309707	0.544286	5.12879	9.32738
0.309379	0.543629	5.12649	9.32705
0.310036	0.543629	5.1255	9.32705
0.309707	0.543957	5.12353	9.32705
0.30905	0.543957	5.12485	9.32541
0.309379	0.543629	5.1255	9.32179
0.309707	0.543957	5.12583	9.32048
0.30905	0.544286	5.12813	9.31917
0.30905	0.543957	5.12846	9.3195
0.30905	0.543957	5.12616	9.32048
0.309379	0.543629	5.12485	9.31752
0.309379	0.544614	5.12518	9.31457
0.30905	0.544286	5.12583	9.31391
0.310036	0.543629	5.12583	9.31128
0.30905	0.543957	5.12616	9.30865
0.30905	0.544286	5.12649	9.30668
0.310036	0.543629	5.12616	9.30537
0.30905	0.543957	5.12616	9.30602
0.309707	0.543629	5.12682	9.30537
0.309379	0.544286	5.12616	9.30274
0.310036	0.544614	5.12715	9.29978
0.310036	0.544286	5.12649	9.29682
0.310036	0.543629	5.12518	9.29617
0.310036	0.5433	5.12353	9.29814
0.30905	0.543957	5.12386	9.29748
0.309707	0.543629	5.12452	9.2942
0.310036	0.542972	5.12649	9.29058
0.309707	0.5433	5.12715	9.28795
0.309707	0.542643	5.12748	9.28697
0.309707	0.544286	5.12518	9.28664
0.310364	0.543629	5.12189	9.2873
0.309707	0.5433	5.12058	9.28894
0.310364	0.5433	5.1209	9.28828
0.310036	0.542972	5.12452	9.28598
0.30905	0.5433	5.12682	9.28171
0.309707	0.543629	5.12583	9.27908
0.30905	0.5433	5.12452	9.27875
0.309707	0.5433	5.1255	9.27974
0.309379	0.5433	5.1255	9.27941
0.310036	0.543957	5.12518	9.27613
0.309707	0.543629	5.1255	9.27087
0.309707	0.5433	5.12748	9.26857
0.309379	0.543629	5.12583	9.26824
0.309379	0.544286	5.12386	9.26923
0.309707	0.543957	5.12189	9.26955
0.309707	0.542972	5.12222	9.26791
0.310036	0.543629	5.1255	9.26561
0.309379	0.5433	5.12879	9.26364
0.309707	0.543629	5.12945	9.26101
0.309707	0.543629	5.12715	9.25904
0.309707	0.544614	5.1255	9.25773
0.309707	0.543957	5.12485	9.25608
0.309379	0.544614	5.12386	9.25378
0.309379	0.544286	5.12485	9.25247
0.308722	0.544614	5.12583	9.25017
0.310364	0.544943	5.12583	9.24918
0.309707	0.544286	5.12485	9.24918
0.310036	0.543957	5.1232	9.24787
0.309707	0.544614	5.12255	9.24754
0.309707	0.544614	5.12386	9.2459
0.309707	0.543629	5.12649	9.24294
0.310036	0.544943	5.12945	9.23965
0.309707	0.544286	5.12846	9.23933
0.309707	0.544614	5.1255	9.24064
0.309707	0.543629	5.12386	9.24097
0.30905	0.544614	5.12485	9.23801
0.309379	0.543957	5.12649	9.23505
0.309707	0.544614	5.12649	9.23341
0.309707	0.544286	5.12583	9.23144
0.309379	0.544614	5.12419	9.22881
0.309707	0.544943	5.12419	9.22816
0.309379	0.544286	5.12419	9.22816
0.309379	0.544286	5.12419	9.2275
0.309379	0.543957	5.12518	9.22553
0.30905	0.544614	5.12616	9.22356
0.309707	0.544286	5.12649	9.22126
0.309707	0.544614	5.1255	9.2206
0.30905	0.544286	5.12353	9.21994
0.309707	0.544614	5.12419	9.21928
0.309379	0.544614	5.12583	9.21961
0.310036	0.543957	5.12649	9.21797
0.309707	0.5433	5.12485	9.21337
0.310036	0.543957	5.12419	9.21074
0.309707	0.543957	5.12485	9.21107
0.310036	0.5433	5.12452	9.21041
0.309707	0.543629	5.1232	9.2091
0.310036	0.5433	5.12353	9.20778
0.309379	0.543629	5.1232	9.20483
0.310036	0.542972	5.12485	9.20318
0.309707	0.542972	5.12748	9.20121
0.310036	0.542315	5.1278	9.19924
0.310036	0.542972	5.12583	9.19793
0.310364	0.542643	5.1255	9.19596
0.309379	0.543629	5.12715	9.19333
0.309707	0.542972	5.12846	9.19201
0.310364	0.542643	5.12715	9.19103
0.310036	0.5433	5.12386	9.1907
0.309707	0.542643	5.12123	9.19234
0.310036	0.542643	5.12058	9.19136
0.309707	0.5433	5.1209	9.1907
0.309707	0.5433	5.12255	9.1884
0.310693	0.5433	5.12518	9.18413
0.310693	0.542972	5.12682	9.1815
0.310364	0.5433	5.12682	9.17986
0.309379	0.543957	5.12518	9.1792
0.309707	0.5433	5.12288	9.17657
0.309707	0.544286	5.12386	9.17493
0.309707	0.542972	5.12715	9.17263
0.310036	0.543629	5.12879	9.17099
0.309707	0.543629	5.12715	9.16901
0.310364	0.543629	5.12583	9.16671
0.310036	0.543957	5.12452	9.16671
0.310036	0.543629	5.12583	9.16737
0.310036	0.544286	5.12583	9.16573
0.309707	0.544286	5.12452	9.16343
0.309707	0.543957	5.12419	9.16047
0.309707	0.544286	5.12452	9.15719
0.310364	0.543629	5.12419	9.15554
0.310036	0.544286	5.12189	9.15489
0.309707	0.544614	5.12353	9.15456
0.310036	0.544286	5.12485	9.15226
0.309707	0.543629	5.12682	9.14963
0.309379	0.544286	5.12682	9.14733
0.309707	0.544614	5.1255	9.14667
0.310364	0.543629	5.12189	9.14569
0.309707	0.543629	5.11926	9.14437
0.310036	0.544614	5.1209	9.14404
0.309707	0.544286	5.12452	9.14306
0.309707	0.543629	5.12583	9.14174
0.310693	0.544286	5.12682	9.1378
0.310364	0.544286	5.1255	9.13452
0.309707	0.543629	5.1232	9.13254
0.310036	0.543957	5.12419	9.1332
0.310036	0.5433	5.1255	9.13254
0.310036	0.5433	5.12682	9.12959
0.309379	0.543629	5.12715	9.12532
0.309707	0.5433	5.12715	9.12466
0.309707	0.542972	5.12518	9.12499
0.310036	0.542643	5.12452	9.12499
0.310036	0.542643	5.12452	9.12302
0.309707	0.542972	5.1255	9.12137
0.309379	0.5433	5.12616	9.11842
0.309379	0.542972	5.12682	9.11579
0.309707	0.542972	5.12682	9.11283
0.310036	0.542972	5.12386	9.11152
0.309379	0.542315	5.12222	9.10889
0.309379	0.5433	5.12255	9.10724
0.310036	0.542643	5.12649	9.10626
0.309379	0.542972	5.12813	9.10593
0.30905	0.542643	5.12682	9.10429
0.309707	0.542643	5.1255	9.10265
0.309707	0.542972	5.12452	9.10067
0.309379	0.542972	5.12386	9.10133
0.309707	0.542643	5.12518	9.10199
0.30905	0.542643	5.12583	9.09936
0.309707	0.5433	5.12518	9.09575
0.30905	0.542315	5.12419	9.09443
0.309379	0.5433	5.12386	9.09542
0.309379	0.543629	5.12288	9.09607
0.30905	0.5433	5.12222	9.09246
0.308722	0.542643	5.12189	9.08753
0.30905	0.543957	5.12255	9.08392
0.30905	0.544286	5.12288	9.08129
0.308393	0.543957	5.1232	9.07965
0.308393	0.543629	5.1232	9.07932
0.308722	0.543957	5.12189	9.07735
0.308722	0.543957	5.12255	9.078
0.308722	0.544614	5.12419	9.07932
0.308393	0.544286	5.12616	9.07767
0.30905	0.544286	5.12715	9.0734
0.308722	0.544943	5.12649	9.0711
0.308065	0.544286	5.12682	9.06946
0.308722	0.545272	5.12518	9.06683
0.308065	0.545272	5.1232	9.06585
0.308065	0.545272	5.12222	9.06223
0.307736	0.544943	5.12485	9.05829
0.308393	0.5456	5.12682	9.055
0.30905	0.545929	5.1278	9.05303
0.308065	0.544614	5.12682	9.055
0.308393	0.545929	5.12518	9.05698
0.308722	0.545272	5.12353	9.05665
0.308065	0.544943	5.12123	9.05468
0.308065	0.5456	5.12353	9.05073
0.308065	0.544943	5.12583	9.04876
0.308393	0.544943	5.12682	9.04843
0.308393	0.544614	5.1255	9.0481
0.308065	0.544943	5.12485	9.04482
0.308722	0.544614	5.12452	9.0412
0.308722	0.544286	5.12222	9.0389
0.308722	0.543957	5.12255	9.03693
0.308722	0.544286	5.12518	9.03529
0.308722	0.544614	5.12616	9.03365
0.308722	0.544286	5.12386	9.03233
0.30905	0.544286	5.12353	9.032
0.309707	0.544286	5.12452	9.032
0.30905	0.543957	5.1255	9.02905
0.309379	0.5433	5.12616	9.02609
0.30905	0.5433	5.12616	9.02478
0.309379	0.542972	5.12813	9.02346
0.30905	0.542972	5.1278	9.0228
0.309379	0.5433	5.12649	9.02215
0.309707	0.542643	5.12616	9.01853
0.309379	0.542972	5.12649	9.01623
0.309379	0.542315	5.12616	9.01295
0.309707	0.542643	5.12616	9.01098
0.310364	0.542972	5.12583	9.01196
0.309707	0.542643	5.12649	9.01163
0.309379	0.542315	5.12616	9.00999
0.310036	0.542315	5.12682	9.00901
0.309707	0.542643	5.1278	9.00671
0.309379	0.542643	5.12649	9.00243
0.309707	0.542643	5.12485	9.00046
0.310036	0.542643	5.1232	8.99981
0.30905	0.541986	5.12156	8.99981
0.310036	0.542972	5.12189	8.99915
0.310036	0.541986	5.1232	8.99553
0.310036	0.542972	5.12419	8.99323
0.310364	0.5433	5.1255	8.98929
0.309707	0.5433	5.1255	8.98535
